"customerid","contract","tenure","monthlycharges","churn","internetservice","paymentmethod","health_score"
"5449-FIBXJ","Month-to-month",19,103.3,"Yes","Fiber optic","Electronic check",60
"3486-HOOGQ","Two year",70,79.7,"No","DSL","Bank transfer (automatic)",100
"5061-PBXFW","Month-to-month",32,61.4,"No","DSL","Bank transfer (automatic)",60
"8630-FJLIB","Month-to-month",18,69.8,"No","Fiber optic","Electronic check",50
"3891-NLXJB","Two year",37,40.55,"No","DSL","Mailed check",80
"4749-OJKQU","Month-to-month",4,75.65,"No","Fiber optic","Electronic check",50
"0577-WHMEV","Month-to-month",16,90.7,"No","Fiber optic","Electronic check",60
"5453-AXEPF","Month-to-month",17,80.5,"No","Fiber optic","Bank transfer (automatic)",60
"3639-XJHKQ","Month-to-month",19,60.6,"No","DSL","Electronic check",50
"3716-LRGXK","Two year",60,101.15,"No","Fiber optic","Credit card (automatic)",100
"2263-SFSQZ","Two year",51,24.95,"No","No","Mailed check",80
"9950-MTGYX","Two year",28,20.3,"No","No","Credit card (automatic)",70
"3397-AVTKU","Two year",43,60,"No","DSL","Electronic check",80
"4825-FUREZ","Two year",42,20.25,"No","No","Electronic check",70
"9837-BMCLM","Month-to-month",3,78.5,"Yes","Fiber optic","Electronic check",50
"2672-OJQZP","Month-to-month",1,44.75,"No","DSL","Mailed check",40
"0137-UDEUO","Month-to-month",3,19.85,"Yes","No","Mailed check",30
"3134-DSHVC","Two year",63,98,"No","Fiber optic","Credit card (automatic)",100
"6161-UUUTA","Month-to-month",3,79.9,"Yes","Fiber optic","Electronic check",50
"7821-DPRQE","Month-to-month",68,107.7,"No","Fiber optic","Electronic check",80
"6543-XRMYR","Month-to-month",30,99.7,"Yes","Fiber optic","Electronic check",70
"2001-EWBQU","Two year",60,104.7,"No","Fiber optic","Electronic check",100
"4925-LMHOK","Month-to-month",15,58.6,"Yes","DSL","Credit card (automatic)",50
"1608-GMEWB","Month-to-month",45,93.9,"No","Fiber optic","Bank transfer (automatic)",70
"6695-AMZUF","Two year",70,86.45,"No","DSL","Credit card (automatic)",100
"1455-UGQVH","Month-to-month",10,98.5,"Yes","Fiber optic","Electronic check",50
"8410-BGQXN","Month-to-month",4,19.4,"No","No","Mailed check",30
"8280-MQRQN","Month-to-month",1,50.45,"Yes","DSL","Mailed check",40
"1619-YWUBB","Two year",68,24.95,"No","No","Credit card (automatic)",80
"7611-YKYTC","Month-to-month",22,75,"No","Fiber optic","Bank transfer (automatic)",60
"2037-SGXHH","Month-to-month",38,94.65,"Yes","Fiber optic","Electronic check",70
"3178-FESZO","Month-to-month",1,100.25,"Yes","Fiber optic","Credit card (automatic)",50
"0365-GXEZS","Month-to-month",18,78.2,"No","Fiber optic","Electronic check",60
"0082-OQIQY","Month-to-month",29,94.2,"No","Fiber optic","Electronic check",70
"6087-MVHJH","Month-to-month",16,88.45,"Yes","Fiber optic","Electronic check",60
"4603-JANFB","Month-to-month",1,69.85,"Yes","Fiber optic","Electronic check",40
"3018-TFTSU","Month-to-month",12,81.7,"Yes","Fiber optic","Bank transfer (automatic)",50
"3606-SBKRY","One year",31,50.05,"No","DSL","Electronic check",70
"4806-KEXQR","Month-to-month",4,79.9,"Yes","Fiber optic","Electronic check",50
"0667-NSRGI","One year",48,69.55,"No","DSL","Mailed check",70
"7083-YNSKY","Month-to-month",15,25.4,"Yes","No","Credit card (automatic)",40
"6893-ODYYE","One year",50,90.1,"No","Fiber optic","Credit card (automatic)",90
"8242-JSVBO","Month-to-month",7,44.65,"No","DSL","Bank transfer (automatic)",40
"2479-BRAMR","Month-to-month",41,83.75,"Yes","Fiber optic","Bank transfer (automatic)",70
"9541-ZPSEA","Two year",68,80.35,"No","Fiber optic","Credit card (automatic)",100
"2665-NPTGL","Month-to-month",26,98.1,"No","Fiber optic","Bank transfer (automatic)",70
"1139-WUOAH","Two year",57,53.35,"No","DSL","Credit card (automatic)",90
"4693-VWVBO","Month-to-month",3,19.55,"No","No","Electronic check",30
"7434-SHXLS","Month-to-month",1,20.9,"Yes","No","Mailed check",30
"6937-GCDGQ","One year",19,48.95,"No","DSL","Bank transfer (automatic)",60
"0988-JRWWP","Month-to-month",3,54.2,"No","DSL","Electronic check",40
"5075-JSDKI","Two year",59,24.45,"No","No","Electronic check",80
"7908-QCBCA","Month-to-month",1,69.4,"Yes","Fiber optic","Mailed check",40
"8644-XYTSV","Month-to-month",42,40.15,"No","DSL","Bank transfer (automatic)",60
"6711-FLDFB","Month-to-month",7,74.9,"Yes","Fiber optic","Electronic check",50
"3873-WOSBC","Two year",67,25.6,"No","No","Credit card (automatic)",80
"7465-ZZRVX","Month-to-month",1,70.35,"No","Fiber optic","Electronic check",50
"7975-JMZNT","Two year",66,91.7,"No","DSL","Bank transfer (automatic)",100
"7251-XFOIL","Month-to-month",61,89.2,"No","Fiber optic","Mailed check",80
"4116-IQRFR","One year",4,24.1,"No","No","Credit card (automatic)",40
"3714-JTVOV","Month-to-month",42,74.15,"Yes","Fiber optic","Credit card (automatic)",70
"8259-DZLIZ","One year",64,53.85,"No","DSL","Bank transfer (automatic)",80
"0442-ZXKVS","One year",54,115.6,"No","Fiber optic","Bank transfer (automatic)",90
"7853-WNZSY","Month-to-month",1,19.75,"No","No","Credit card (automatic)",30
"3120-FAZKD","Two year",54,24.05,"No","No","Bank transfer (automatic)",80
"8606-OEGQZ","Two year",18,25.3,"No","No","Credit card (automatic)",60
"0225-ZORZP","Month-to-month",3,84.3,"No","Fiber optic","Electronic check",50
"4702-IOQDC","Month-to-month",1,70.1,"Yes","Fiber optic","Electronic check",50
"9489-JMTTN","Two year",72,89.75,"No","DSL","Credit card (automatic)",100
"0575-CUQOV","One year",60,97.95,"No","Fiber optic","Electronic check",90
"0967-BMLBD","One year",11,20,"No","No","Mailed check",40
"6178-KFNHS","Month-to-month",12,78.3,"Yes","Fiber optic","Electronic check",50
"2830-LEWOA","One year",61,103.9,"No","Fiber optic","Credit card (automatic)",90
"5006-MXVRN","Two year",39,20.7,"No","No","Credit card (automatic)",70
"1264-BYWMS","Month-to-month",55,96.8,"Yes","Fiber optic","Electronic check",80
"9658-WYUFB","Month-to-month",17,94.4,"Yes","Fiber optic","Electronic check",60
"8327-WKMIE","One year",37,20.15,"No","No","Credit card (automatic)",60
"6917-FIJHC","Two year",72,26,"No","No","Mailed check",80
"5329-KRDTM","Two year",72,77.35,"No","DSL","Credit card (automatic)",100
"7797-EJMDP","Month-to-month",8,66.05,"No","DSL","Bank transfer (automatic)",40
"3530-VWVGU","Month-to-month",22,19.9,"No","No","Mailed check",40
"2013-SGDXK","Month-to-month",1,84.3,"Yes","Fiber optic","Electronic check",50
"6368-NWMCE","Month-to-month",38,68.15,"No","DSL","Credit card (automatic)",60
"3633-CDBUW","One year",17,80.85,"No","DSL","Electronic check",70
"0707-HOVVN","Two year",70,75.5,"No","DSL","Bank transfer (automatic)",100
"8580-QVLOC","Two year",72,92.45,"Yes","DSL","Credit card (automatic)",100
"3956-MGXOG","Month-to-month",28,80.6,"No","Fiber optic","Electronic check",70
"9274-UARKJ","Month-to-month",15,83.2,"No","Fiber optic","Bank transfer (automatic)",60
"4077-HWUYD","Two year",72,87.55,"No","DSL","Bank transfer (automatic)",100
"2012-NWRPA","Month-to-month",11,99.55,"Yes","Fiber optic","Electronic check",50
"8808-ELEHO","Month-to-month",8,81.25,"Yes","Fiber optic","Electronic check",50
"0103-CSITQ","One year",57,109.4,"No","Fiber optic","Bank transfer (automatic)",90
"3506-LCJDC","Month-to-month",1,19.95,"Yes","No","Bank transfer (automatic)",30
"8671-KKKOS","Month-to-month",46,45.55,"No","DSL","Electronic check",60
"7305-ZWMAJ","One year",30,20.7,"No","No","Credit card (automatic)",60
"9518-XXBXE","Month-to-month",10,75.3,"No","Fiber optic","Electronic check",50
"3934-HXCFZ","Month-to-month",23,99.25,"Yes","Fiber optic","Electronic check",60
"6578-KRMAW","Month-to-month",32,93.4,"No","Fiber optic","Credit card (automatic)",70
"4860-IJUDE","Month-to-month",13,73.75,"No","Fiber optic","Credit card (automatic)",60
"7666-WKRON","Two year",39,80.45,"Yes","Fiber optic","Electronic check",90
"9688-YGXVR","Month-to-month",44,88.15,"No","Fiber optic","Credit card (automatic)",70
"0423-UDIJQ","Month-to-month",9,49.2,"No","DSL","Mailed check",40
"1945-XISKS","Two year",67,19.65,"No","No","Mailed check",80
"4910-AQFFX","Month-to-month",9,79.35,"Yes","Fiber optic","Bank transfer (automatic)",50
"2154-KVJFF","Month-to-month",15,79.75,"Yes","Fiber optic","Electronic check",60
"5360-LJCNJ","Two year",71,105.15,"No","Fiber optic","Bank transfer (automatic)",100
"2607-FBDFF","Month-to-month",1,49,"No","DSL","Credit card (automatic)",40
"9647-ERGBE","Month-to-month",30,100.05,"Yes","Fiber optic","Electronic check",70
"3428-XZMAZ","Month-to-month",1,69.35,"Yes","Fiber optic","Electronic check",40
"1100-DDVRV","Month-to-month",17,49.8,"No","DSL","Mailed check",50
"0378-TOVMS","Month-to-month",3,85.8,"Yes","Fiber optic","Electronic check",50
"4355-HBJHH","Two year",67,79.7,"Yes","DSL","Electronic check",100
"6728-WYQBC","Month-to-month",1,20.95,"No","No","Bank transfer (automatic)",30
"9058-CBREO","Month-to-month",1,50.55,"Yes","DSL","Mailed check",40
"9029-FEGVJ","Month-to-month",32,79.3,"No","Fiber optic","Mailed check",70
"7216-KAOID","One year",41,19.5,"No","No","Bank transfer (automatic)",60
"0318-QUUOB","Month-to-month",1,80.55,"Yes","Fiber optic","Electronic check",50
"6145-NNPNO","Month-to-month",1,44.15,"No","DSL","Bank transfer (automatic)",40
"5520-FVEWJ","Month-to-month",12,84.5,"Yes","Fiber optic","Electronic check",50
"5339-TJFEK","Month-to-month",62,105.5,"No","Fiber optic","Electronic check",80
"5572-ZDXHY","Month-to-month",22,84.3,"Yes","Fiber optic","Mailed check",60
"2074-GUHPQ","Month-to-month",17,92.7,"No","Fiber optic","Credit card (automatic)",60
"4625-XMOYM","Two year",72,26.25,"No","No","Bank transfer (automatic)",80
"5827-MWCZK","Month-to-month",56,96.95,"No","Fiber optic","Credit card (automatic)",80
"1385-TQOZW","Month-to-month",9,20.45,"No","No","Credit card (automatic)",30
"5914-XRFQB","Two year",72,115.8,"No","Fiber optic","Bank transfer (automatic)",100
"4329-YPDDQ","Month-to-month",20,108.2,"No","Fiber optic","Bank transfer (automatic)",60
"4804-NCPET","Two year",19,20.2,"No","No","Mailed check",60
"3750-CKVKH","Month-to-month",2,67.75,"Yes","Fiber optic","Electronic check",40
"5944-UGLLK","One year",53,54.9,"No","DSL","Credit card (automatic)",80
"8063-GBATB","Month-to-month",27,85.25,"Yes","Fiber optic","Electronic check",70
"7787-BNTZM","Month-to-month",6,20.15,"No","No","Bank transfer (automatic)",30
"2252-ISRNH","One year",9,90.35,"No","Fiber optic","Electronic check",60
"9415-TPKRV","Month-to-month",8,55.75,"No","DSL","Electronic check",40
"5322-TEUJK","Two year",71,114.6,"No","Fiber optic","Bank transfer (automatic)",100
"4547-KQRTM","Month-to-month",10,80.05,"Yes","Fiber optic","Bank transfer (automatic)",50
"4877-EVATK","Month-to-month",1,20,"Yes","No","Mailed check",30
"1866-DIOQZ","One year",71,66.8,"No","DSL","Bank transfer (automatic)",80
"8375-KVTHK","One year",68,100.3,"No","Fiber optic","Electronic check",90
"2697-NQBPF","Month-to-month",34,105.35,"No","Fiber optic","Electronic check",70
"3709-OIJEA","One year",26,85.2,"No","Fiber optic","Electronic check",80
"7639-SUPCW","Month-to-month",22,48.8,"Yes","DSL","Credit card (automatic)",50
"1386-ZIKUV","Month-to-month",7,18.95,"No","No","Mailed check",30
"0599-XNYDO","Month-to-month",20,69.8,"No","Fiber optic","Bank transfer (automatic)",50
"6377-WHAOX","Month-to-month",60,106.15,"No","Fiber optic","Electronic check",80
"6855-VLGOS","Two year",72,20.55,"No","No","Electronic check",80
"8999-XXGNS","One year",72,105.75,"No","Fiber optic","Credit card (automatic)",90
"8746-OQQRW","Month-to-month",4,25.25,"No","No","Mailed check",30
"3181-MIZBN","Month-to-month",16,19.75,"No","No","Electronic check",40
"0471-ARVMX","One year",62,104.85,"No","Fiber optic","Electronic check",90
"7766-CLTIC","Month-to-month",10,60.95,"No","DSL","Mailed check",40
"5650-YLIBA","Month-to-month",31,81.15,"No","Fiber optic","Electronic check",70
"0825-CPPQH","Two year",71,19.1,"No","No","Credit card (automatic)",80
"9084-OAYKL","Two year",58,20.8,"No","No","Mailed check",80
"6122-LJADA","Two year",70,90.15,"No","DSL","Credit card (automatic)",100
"2400-XIWIO","Two year",71,90.1,"No","DSL","Electronic check",100
"7524-VRLPL","Two year",69,74.1,"No","DSL","Credit card (automatic)",100
"1069-XAIEM","Month-to-month",1,85.05,"Yes","Fiber optic","Electronic check",50
"7569-NMZYQ","Two year",72,118.75,"No","Fiber optic","Bank transfer (automatic)",100
"5201-USSQZ","Month-to-month",26,85.9,"No","Fiber optic","Credit card (automatic)",70
"2105-PHWON","Month-to-month",33,95,"No","Fiber optic","Credit card (automatic)",70
"1494-EJZDW","Two year",10,20.15,"No","No","Mailed check",50
"4884-TVUQF","Two year",57,101.3,"No","Fiber optic","Credit card (automatic)",100
"8003-EWNDZ","Month-to-month",10,21.2,"No","No","Electronic check",30
"1897-RCFUM","One year",39,24.2,"No","No","Mailed check",60
"9256-JTBNZ","Month-to-month",11,20.3,"No","No","Bank transfer (automatic)",30
"4658-HCOHW","Month-to-month",21,102.8,"Yes","Fiber optic","Electronic check",60
"2211-RMNHO","Two year",68,85.3,"No","DSL","Bank transfer (automatic)",100
"2432-TFSMK","One year",18,89.6,"No","Fiber optic","Credit card (automatic)",70
"3440-JPSCL","Month-to-month",6,99.95,"Yes","Fiber optic","Mailed check",50
"4929-ROART","Month-to-month",18,56.25,"No","DSL","Mailed check",50
"1834-ABKHQ","One year",52,50.95,"No","DSL","Bank transfer (automatic)",80
"1741-WTPON","Two year",56,115.85,"No","Fiber optic","Mailed check",100
"3932-IJWDZ","Month-to-month",45,103.65,"No","Fiber optic","Bank transfer (automatic)",70
"1240-HCBOH","Two year",67,26.1,"No","No","Mailed check",80
"3594-KADLU","Month-to-month",3,35.1,"No","DSL","Mailed check",40
"8065-BVEPF","Month-to-month",65,99.1,"No","Fiber optic","Bank transfer (automatic)",80
"3796-ENZGF","Two year",63,67.25,"No","DSL","Mailed check",90
"1734-ZMNTZ","Two year",11,25,"No","No","Mailed check",50
"2853-CWQFQ","Month-to-month",1,59.55,"No","DSL","Mailed check",40
"0813-TAXXS","Two year",55,77.8,"No","DSL","Bank transfer (automatic)",100
"2519-TWKFS","One year",25,55.1,"No","DSL","Mailed check",70
"2889-FPWRM","One year",72,117.8,"Yes","Fiber optic","Bank transfer (automatic)",90
"0626-QXNGV","Two year",72,24.15,"No","No","Credit card (automatic)",80
"6723-CEGQI","Two year",65,45.25,"No","DSL","Mailed check",90
"6987-XQSJT","Month-to-month",54,79.5,"Yes","Fiber optic","Electronic check",80
"4732-RRJZC","Month-to-month",7,20.25,"No","No","Mailed check",30
"9499-XPZXM","Two year",72,64.75,"No","DSL","Bank transfer (automatic)",90
"4338-EYCER","Month-to-month",21,54.6,"No","DSL","Bank transfer (automatic)",50
"3007-FDPEA","Month-to-month",2,20.7,"No","No","Bank transfer (automatic)",30
"6350-XFYGW","Month-to-month",4,94.75,"No","Fiber optic","Electronic check",50
"4290-BSXUX","Month-to-month",3,79.65,"Yes","Fiber optic","Bank transfer (automatic)",50
"8513-OLYGY","Two year",72,115.8,"No","Fiber optic","Credit card (automatic)",100
"0311-QYWSS","Month-to-month",6,49.45,"No","DSL","Electronic check",40
"8705-DWKTI","Month-to-month",52,83.8,"No","Fiber optic","Credit card (automatic)",80
"8755-IWJHN","Month-to-month",69,95.35,"No","Fiber optic","Bank transfer (automatic)",80
"0325-XBFAC","Month-to-month",8,94.7,"Yes","Fiber optic","Electronic check",50
"4480-QQRHC","Month-to-month",8,74.05,"No","Fiber optic","Bank transfer (automatic)",50
"0929-PECLO","Month-to-month",63,89.6,"No","Fiber optic","Bank transfer (automatic)",80
"3680-CTHUH","One year",60,116.6,"No","Fiber optic","Credit card (automatic)",90
"1202-KKGFU","Month-to-month",12,54.2,"No","DSL","Bank transfer (automatic)",40
"6112-KTHFQ","Month-to-month",13,19.3,"No","No","Mailed check",40
"1852-XEMDW","Month-to-month",22,65.05,"No","DSL","Mailed check",50
"2462-XIIJB","Month-to-month",5,92.5,"Yes","Fiber optic","Electronic check",50
"4760-XOHVN","Month-to-month",1,19.45,"Yes","No","Mailed check",30
"1820-DJFPH","Two year",72,24.05,"No","No","Bank transfer (automatic)",80
"9426-SXNHE","Month-to-month",2,18.75,"No","No","Bank transfer (automatic)",30
"9068-FHQHD","Two year",40,20.15,"No","No","Bank transfer (automatic)",70
"1269-FOYWN","One year",44,20,"No","No","Bank transfer (automatic)",60
"9470-YFUYI","One year",71,71,"No","DSL","Bank transfer (automatic)",90
"7817-BOQPW","Month-to-month",2,75.55,"Yes","Fiber optic","Electronic check",50
"7402-EYFXX","Month-to-month",26,93.6,"No","Fiber optic","Electronic check",70
"1853-UDXBW","Month-to-month",1,70,"Yes","Fiber optic","Electronic check",40
"9895-VFOXH","Month-to-month",1,24.4,"No","DSL","Mailed check",30
"5458-CQJTA","Two year",65,74.8,"Yes","DSL","Bank transfer (automatic)",100
"1230-QAJDW","Month-to-month",3,65.25,"No","DSL","Mailed check",40
"5701-ZIKJE","Month-to-month",13,50.55,"No","DSL","Mailed check",50
"5219-YIPTK","Month-to-month",33,104.4,"Yes","Fiber optic","Electronic check",70
"5032-MIYKT","Month-to-month",1,70.7,"No","Fiber optic","Mailed check",50
"7396-VJUZB","Month-to-month",4,45.25,"No","DSL","Mailed check",40
"9717-QEBGU","Month-to-month",2,70.3,"No","Fiber optic","Electronic check",50
"5172-RKOCB","Two year",72,108.95,"No","Fiber optic","Credit card (automatic)",100
"6509-TSGWN","Month-to-month",37,26.45,"No","No","Mailed check",50
"3540-RZJYU","Month-to-month",15,86.2,"Yes","Fiber optic","Electronic check",60
"3178-CIFOT","One year",23,19.65,"No","No","Credit card (automatic)",50
"2091-MJTFX","Month-to-month",30,51.2,"Yes","DSL","Credit card (automatic)",60
"4530-NDRKU","One year",42,19.05,"No","No","Electronic check",60
"5985-TBABQ","One year",32,74.75,"No","DSL","Mailed check",80
"9800-ONTFE","Month-to-month",22,75.8,"No","Fiber optic","Bank transfer (automatic)",60
"6743-HHQPF","Month-to-month",42,25.1,"No","DSL","Credit card (automatic)",50
"8455-HIRAQ","Month-to-month",8,44.45,"No","DSL","Mailed check",40
"6616-AALSR","Two year",65,104.3,"No","Fiber optic","Credit card (automatic)",100
"0883-EIBTI","Month-to-month",2,19.5,"Yes","No","Mailed check",30
"9415-ZNBSX","Two year",70,89,"No","DSL","Bank transfer (automatic)",100
"4018-KJYUY","Month-to-month",22,20.15,"No","No","Credit card (automatic)",40
"0722-TROQR","Month-to-month",4,74.9,"Yes","Fiber optic","Electronic check",50
"7571-YXDAD","Month-to-month",2,74.9,"Yes","Fiber optic","Credit card (automatic)",50
"3884-UEBXB","Two year",67,36.15,"No","DSL","Bank transfer (automatic)",90
"8780-RSYYU","Month-to-month",25,19.2,"No","No","Credit card (automatic)",50
"5537-UXXVS","Month-to-month",20,19.25,"No","No","Bank transfer (automatic)",40
"1791-PQHBB","Month-to-month",2,61.2,"No","DSL","Credit card (automatic)",40
"8701-DGLVH","Two year",51,20.45,"No","No","Mailed check",80
